,SYMBOL,EXPIRE_DATE,STRIKE,C_BID,C_ASK,C_IV,C_OI,C_VOLUME,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_LAST,UNDERLYING_LAST,P_BID,P_ASK,P_IV,P_OI,P_VOLUME,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_LAST,QUOTE_DATE,C_MID,P_MID,DTE,T,r,q,b
11140,SPXW,2026-06-18,6090,912.9,918.4,0.2481,0.0,0.0,0.8446,0.0003,9.1337,-0.9998,14.8557,0.0,6878.8799,78.4,79.0,0.2471,0.0,16.0,-0.1558,0.0003,9.1337,-0.9998,-3.4602,83.7,2026-02-27,915.65,78.7,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1437,SPX,2026-06-18,6100,905.1,907.3,0.2459,5460.0,0.0,0.8431,0.0003,9.183,-1.0032,14.8516,886.62,6878.8799,78.7,79.5,0.2457,12647.0,35.0,-0.1574,0.0003,9.183,-1.0032,-3.4945,78.98,2026-02-27,906.2,79.1,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11141,SPXW,2026-06-18,6100,903.9,909.5,0.2472,0.0,0.0,0.8426,0.0003,9.2123,-1.0046,14.8398,0.0,6878.8799,79.4,80.0,0.2461,133.0,42.0,-0.1578,0.0003,9.2123,-1.0046,-3.5061,80.2,2026-02-27,906.7,79.7,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1438,SPX,2026-06-18,6110,895.9,898.7,0.2449,0.0,0.0,0.841,0.0003,9.2621,-1.008,14.8349,869.85,6878.8799,79.6,80.6,0.2447,287.0,3.0,-0.1594,0.0003,9.2621,-1.008,-3.5412,80.5,2026-02-27,897.3,80.1,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11142,SPXW,2026-06-18,6110,895.1,900.6,0.2461,0.0,0.0,0.8405,0.0003,9.2914,-1.0095,14.823,0.0,6878.8799,80.4,81.0,0.2451,1.0,3.0,-0.1599,0.0003,9.2914,-1.0095,-3.5529,86.1,2026-02-27,897.85,80.7,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1439,SPX,2026-06-18,6120,887.0,889.8,0.244,0.0,0.0,0.8389,0.0003,9.3417,-1.0128,14.8174,0.0,6878.8799,80.6,81.6,0.2437,171.0,4.0,-0.1616,0.0003,9.3417,-1.0128,-3.5887,88.9,2026-02-27,888.4,81.1,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11143,SPXW,2026-06-18,6120,886.2,891.8,0.2452,0.0,0.0,0.8384,0.0003,9.371,-1.0143,14.8054,0.0,6878.8799,81.4,82.0,0.2441,1.0,0.0,-0.162,0.0003,9.371,-1.0143,-3.6005,74.52,2026-02-27,889.0,81.7,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1440,SPX,2026-06-18,6125,882.6,885.4,0.2435,905.0,0.0,0.8378,0.0003,9.3817,-1.0152,14.8084,992.79,6878.8799,81.1,82.1,0.2432,1879.0,2.0,-0.1626,0.0003,9.3817,-1.0152,-3.6128,88.15,2026-02-27,884.0,81.6,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11144,SPXW,2026-06-18,6125,881.8,887.3,0.2447,0.0,0.0,0.8373,0.0003,9.411,-1.0167,14.7963,0.0,6878.8799,81.9,82.5,0.2436,129.0,0.0,-0.1631,0.0003,9.411,-1.0167,-3.6246,80.52,2026-02-27,884.55,82.2,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1441,SPX,2026-06-18,6130,878.2,881.0,0.243,3.0,0.0,0.8368,0.0003,9.4218,-1.0176,14.7991,912.7,6878.8799,81.6,82.6,0.2428,78.0,0.0,-0.1637,0.0003,9.4218,-1.0176,-3.637,75.29,2026-02-27,879.6,82.1,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11145,SPXW,2026-06-18,6130,877.4,882.9,0.2442,0.0,0.0,0.8362,0.0003,9.4511,-1.0191,14.787,0.0,6878.8799,82.4,83.0,0.2432,36.0,0.0,-0.1642,0.0003,9.4511,-1.0191,-3.6489,82.0,2026-02-27,880.15,82.7,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1442,SPX,2026-06-18,6140,869.4,872.1,0.2422,11.0,0.0,0.8346,0.0003,9.5022,-1.0224,14.78,892.0,6878.8799,82.7,83.7,0.2418,245.0,28.0,-0.1659,0.0003,9.5022,-1.0224,-3.6861,87.9,2026-02-27,870.75,83.2,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11146,SPXW,2026-06-18,6140,868.6,874.1,0.2433,100.0,0.0,0.834,0.0003,9.5315,-1.0238,14.7678,0.0,6878.8799,83.5,84.1,0.2422,4.0,2.0,-0.1664,0.0003,9.5315,-1.0238,-3.6981,89.4,2026-02-27,871.35,83.8,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1443,SPX,2026-06-18,6150,860.9,863.1,0.241,2225.0,0.0,0.8324,0.0003,9.5828,-1.0271,14.7601,935.65,6878.8799,83.8,84.8,0.2408,8582.0,30.0,-0.1681,0.0003,9.5828,-1.0271,-3.736,90.63,2026-02-27,862.0,84.3,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11147,SPXW,2026-06-18,6150,859.8,865.3,0.2423,0.0,0.0,0.8318,0.0003,9.6121,-1.0286,14.7479,0.0,6878.8799,84.5,85.1,0.2412,67.0,0.0,-0.1686,0.0003,9.6121,-1.0286,-3.7481,77.9,2026-02-27,862.55,84.8,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1444,SPX,2026-06-18,6160,851.8,854.5,0.2402,0.0,0.0,0.8302,0.0003,9.6637,-1.0318,14.7396,0.0,6878.8799,84.9,85.8,0.2399,130.0,1.0,-0.1703,0.0003,9.6637,-1.0318,-3.7866,94.63,2026-02-27,853.15,85.35,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11148,SPXW,2026-06-18,6160,851.0,856.5,0.2412,2.0,0.0,0.8296,0.0003,9.6929,-1.0332,14.7273,0.0,6878.8799,85.6,86.2,0.2403,4.0,0.0,-0.1708,0.0003,9.6929,-1.0332,-3.7986,84.8,2026-02-27,853.75,85.9,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1445,SPX,2026-06-18,6170,843.0,845.7,0.2391,0.0,0.0,0.8279,0.0003,9.7446,-1.0365,14.7183,0.0,6878.8799,85.9,86.9,0.2389,240.0,0.0,-0.1726,0.0003,9.7446,-1.0365,-3.8378,84.71,2026-02-27,844.35,86.4,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11149,SPXW,2026-06-18,6170,842.2,847.7,0.2403,0.0,0.0,0.8273,0.0003,9.7738,-1.0379,14.706,0.0,6878.8799,86.7,87.3,0.2393,0.0,0.0,-0.1731,0.0003,9.7738,-1.0379,-3.85,0.0,2026-02-27,844.95,87.0,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1446,SPX,2026-06-18,6175,838.6,841.3,0.2386,1401.0,0.0,0.8267,0.0003,9.7851,-1.0388,14.7075,855.72,6878.8799,86.4,87.4,0.2384,2917.0,10.0,-0.1737,0.0003,9.7851,-1.0388,-3.8637,88.6,2026-02-27,839.95,86.9,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11150,SPXW,2026-06-18,6175,837.8,843.3,0.2398,0.0,0.0,0.8262,0.0003,9.8143,-1.0402,14.6952,0.0,6878.8799,87.3,87.9,0.2388,68.0,0.0,-0.1742,0.0003,9.8143,-1.0402,-3.8758,76.91,2026-02-27,840.55,87.6,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1447,SPX,2026-06-18,6180,834.2,837.0,0.2381,0.0,0.0,0.8256,0.0003,9.8256,-1.0412,14.6965,0.0,6878.8799,87.1,88.0,0.238,228.0,855.0,-0.1749,0.0003,9.8256,-1.0412,-3.8897,87.74,2026-02-27,835.6,87.55,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11151,SPXW,2026-06-18,6180,833.5,838.9,0.2393,0.0,0.0,0.825,0.0003,9.8547,-1.0425,14.6841,0.0,6878.8799,87.9,88.4,0.2384,4.0,0.0,-0.1754,0.0003,9.8547,-1.0425,-3.9018,85.6,2026-02-27,836.2,88.15,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1448,SPX,2026-06-18,6190,825.5,828.3,0.2371,2.0,0.0,0.8232,0.0003,9.9066,-1.0458,14.6741,859.36,6878.8799,88.1,89.1,0.2369,75.0,0.0,-0.1772,0.0003,9.9066,-1.0458,-3.9421,76.59,2026-02-27,826.9,88.6,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11152,SPXW,2026-06-18,6190,824.7,830.2,0.2383,0.0,0.0,0.8227,0.0003,9.9356,-1.0471,14.6617,0.0,6878.8799,88.9,89.6,0.2374,0.0,14.0,-0.1777,0.0003,9.9356,-1.0471,-3.9542,92.9,2026-02-27,827.45,89.25,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1449,SPX,2026-06-18,6200,817.1,819.3,0.2361,6480.0,2.0,0.8209,0.0003,9.9876,-1.0503,14.6511,797.9,6878.8799,89.3,90.2,0.236,17486.0,753.0,-0.1796,0.0003,9.9876,-1.0503,-3.995,95.0,2026-02-27,818.2,89.75,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11153,SPXW,2026-06-18,6200,816.0,821.5,0.2373,30.0,2.0,0.8203,0.0003,10.0166,-1.0517,14.6388,801.99,6878.8799,90.1,90.7,0.2364,125.0,6.0,-0.1801,0.0003,10.0166,-1.0517,-4.0072,100.87,2026-02-27,818.75,90.4,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1450,SPX,2026-06-18,6210,808.0,810.8,0.2353,10.0,0.0,0.8185,0.0003,10.0687,-1.0549,14.6277,787.3,6878.8799,90.5,91.4,0.2351,74.0,1.0,-0.182,0.0003,10.0687,-1.0549,-4.0485,96.0,2026-02-27,809.4,90.95,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11154,SPXW,2026-06-18,6210,807.3,812.8,0.2364,0.0,0.0,0.8179,0.0003,10.0976,-1.0562,14.6153,0.0,6878.8799,91.2,91.9,0.2355,14.0,0.0,-0.1825,0.0003,10.0976,-1.0562,-4.0607,84.2,2026-02-27,810.05,91.55000000000001,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1451,SPX,2026-06-18,6220,799.3,802.1,0.2342,0.0,0.0,0.816,0.0003,10.1498,-1.0594,14.6037,0.0,6878.8799,91.6,92.6,0.2341,49.0,3.0,-0.1844,0.0003,10.1498,-1.0594,-4.1025,98.4,2026-02-27,800.7,92.1,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11155,SPXW,2026-06-18,6220,798.5,804.1,0.2354,0.0,0.0,0.8155,0.0003,10.1787,-1.0607,14.5913,0.0,6878.8799,92.4,93.0,0.2345,11.0,0.0,-0.1849,0.0003,10.1787,-1.0607,-4.1147,87.7,2026-02-27,801.3,92.7,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1452,SPX,2026-06-18,6225,795.0,797.8,0.2337,1505.0,0.0,0.8148,0.0003,10.1905,-1.0616,14.5915,840.7,6878.8799,92.2,93.2,0.2336,3426.0,13.0,-0.1857,0.0003,10.1905,-1.0616,-4.1297,94.4,2026-02-27,796.4,92.7,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11156,SPXW,2026-06-18,6225,794.2,799.8,0.2349,0.0,0.0,0.8142,0.0003,10.2193,-1.063,14.5791,0.0,6878.8799,93.0,93.6,0.234,107.0,16.0,-0.1862,0.0003,10.2193,-1.063,-4.1419,97.4,2026-02-27,797.0,93.3,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1453,SPX,2026-06-18,6230,790.6,793.4,0.2332,10.0,0.0,0.8136,0.0003,10.2311,-1.0638,14.5791,783.7,6878.8799,92.8,93.8,0.2331,50.0,0.0,-0.1869,0.0003,10.2311,-1.0638,-4.1571,97.4,2026-02-27,792.0,93.3,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11157,SPXW,2026-06-18,6230,789.9,795.4,0.2344,0.0,0.0,0.813,0.0003,10.2599,-1.0652,14.5667,0.0,6878.8799,93.6,94.2,0.2335,70.0,0.0,-0.1874,0.0003,10.2599,-1.0652,-4.1693,85.1,2026-02-27,792.65,93.9,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1454,SPX,2026-06-18,6240,782.0,784.7,0.2322,0.0,0.0,0.8111,0.0003,10.3127,-1.0682,14.5539,0.0,6878.8799,93.9,95.0,0.2321,173.0,23.0,-0.1894,0.0003,10.3127,-1.0682,-4.2123,102.85,2026-02-27,783.35,94.45,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11158,SPXW,2026-06-18,6240,781.2,786.7,0.2335,0.0,0.0,0.8105,0.0003,10.3415,-1.0696,14.5415,0.0,6878.8799,94.8,95.4,0.2325,19.0,0.0,-0.1899,0.0003,10.3415,-1.0696,-4.2245,90.0,2026-02-27,783.95,95.1,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1455,SPX,2026-06-18,6250,773.7,775.8,0.2313,2190.0,0.0,0.8085,0.0003,10.3946,-1.0726,14.528,793.11,6878.8799,95.2,96.3,0.2312,7402.0,15.0,-0.1919,0.0003,10.3946,-1.0726,-4.2682,96.68,2026-02-27,774.75,95.75,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11159,SPXW,2026-06-18,6250,772.6,778.1,0.2325,5.0,0.0,0.8079,0.0003,10.4234,-1.0739,14.5156,746.72,6878.8799,96.0,96.7,0.2316,276.0,1.0,-0.1925,0.0003,10.4234,-1.0739,-4.2804,96.7,2026-02-27,775.35,96.35,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1456,SPX,2026-06-18,6260,764.7,767.4,0.2302,0.0,0.0,0.806,0.0003,10.4769,-1.077,14.5014,0.0,6878.8799,96.4,97.5,0.2302,161.0,0.0,-0.1945,0.0003,10.4769,-1.077,-4.3248,93.7,2026-02-27,766.05,96.95,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11160,SPXW,2026-06-18,6260,763.9,769.5,0.2315,0.0,0.0,0.8054,0.0003,10.5057,-1.0782,14.4888,0.0,6878.8799,97.3,97.9,0.2306,6.0,0.0,-0.195,0.0003,10.5057,-1.0782,-4.3372,89.8,2026-02-27,766.7,97.6,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1457,SPX,2026-06-18,6270,756.1,758.8,0.2293,0.0,0.0,0.8033,0.0003,10.5596,-1.0812,14.4738,0.0,6878.8799,97.7,98.7,0.2292,127.0,0.0,-0.1971,0.0003,10.5596,-1.0812,-4.3824,97.5,2026-02-27,757.45,98.2,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11161,SPXW,2026-06-18,6270,755.4,760.8,0.2305,0.0,0.0,0.8028,0.0003,10.5885,-1.0825,14.4612,0.0,6878.8799,98.6,99.2,0.2296,2.0,0.0,-0.1976,0.0003,10.5885,-1.0825,-4.3948,91.0,2026-02-27,758.0999999999999,98.9,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1458,SPX,2026-06-18,6275,751.8,754.5,0.2288,1416.0,0.0,0.802,0.0003,10.6012,-1.0833,14.4597,798.9,6878.8799,98.3,99.4,0.2287,3330.0,104.0,-0.1984,0.0003,10.6012,-1.0833,-4.4115,104.8,2026-02-27,753.15,98.85,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11162,SPXW,2026-06-18,6275,751.1,756.5,0.23,0.0,0.0,0.8014,0.0003,10.6301,-1.0846,14.4471,0.0,6878.8799,99.2,99.8,0.2292,154.0,0.0,-0.199,0.0003,10.6301,-1.0846,-4.424,95.94,2026-02-27,753.8,99.5,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1459,SPX,2026-06-18,6280,747.5,750.2,0.2283,0.0,0.0,0.8007,0.0003,10.6429,-1.0854,14.4453,0.0,6878.8799,98.9,100.1,0.2282,215.0,0.0,-0.1998,0.0003,10.6429,-1.0854,-4.4409,99.82,2026-02-27,748.85,99.5,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11163,SPXW,2026-06-18,6280,746.6,752.2,0.2296,0.0,0.0,0.8001,0.0003,10.6718,-1.0867,14.4326,0.0,6878.8799,99.8,100.5,0.2287,1.0,0.0,-0.2003,0.0003,10.6718,-1.0867,-4.4534,89.75,2026-02-27,749.4000000000001,100.15,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1460,SPX,2026-06-18,6290,738.9,741.6,0.2274,0.0,0.0,0.798,0.0003,10.7267,-1.0896,14.4158,0.0,6878.8799,100.2,101.3,0.2272,177.0,3.0,-0.2024,0.0003,10.7267,-1.0896,-4.5004,107.7,2026-02-27,740.25,100.75,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11164,SPXW,2026-06-18,6290,738.2,743.7,0.2286,150.0,0.0,0.7974,0.0003,10.7557,-1.0909,14.403,0.0,6878.8799,101.1,101.8,0.2277,0.0,0.0,-0.203,0.0003,10.7557,-1.0909,-4.513,0.0,2026-02-27,740.95,101.44999999999999,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1461,SPX,2026-06-18,6300,730.7,732.8,0.2264,6358.0,14.0,0.7953,0.0003,10.8111,-1.0937,14.3852,710.48,6878.8799,101.6,102.7,0.2264,26020.0,593.0,-0.2052,0.0003,10.8111,-1.0937,-4.561,103.12,2026-02-27,731.75,102.15,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11165,SPXW,2026-06-18,6300,729.5,735.1,0.2276,5.0,0.0,0.7947,0.0003,10.84,-1.095,14.3723,704.72,6878.8799,102.5,103.1,0.2268,49.0,0.0,-0.2057,0.0003,10.84,-1.095,-4.5738,100.57,2026-02-27,732.3,102.8,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1462,SPX,2026-06-18,6310,721.8,724.5,0.2253,0.0,0.0,0.7925,0.0003,10.8959,-1.0978,14.3534,0.0,6878.8799,102.9,104.0,0.2253,427.0,37.0,-0.2079,0.0003,10.8959,-1.0978,-4.6228,105.4,2026-02-27,723.15,103.45,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11166,SPXW,2026-06-18,6310,721.1,726.6,0.2266,0.0,0.0,0.792,0.0003,10.9248,-1.099,14.3404,0.0,6878.8799,103.8,104.4,0.2258,0.0,0.0,-0.2085,0.0003,10.9248,-1.099,-4.6356,0.0,2026-02-27,723.85,104.1,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1463,SPX,2026-06-18,6320,713.4,716.0,0.2244,0.0,0.0,0.7897,0.0003,10.981,-1.1018,14.3206,0.0,6878.8799,104.2,105.3,0.2244,231.0,6.0,-0.2107,0.0003,10.981,-1.1018,-4.6857,106.6,2026-02-27,714.7,104.75,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11167,SPXW,2026-06-18,6320,712.7,718.0,0.2256,0.0,0.0,0.7892,0.0003,11.0099,-1.103,14.3074,0.0,6878.8799,105.1,105.8,0.2248,14.0,0.0,-0.2113,0.0003,11.0099,-1.103,-4.6986,92.72,2026-02-27,715.35,105.44999999999999,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1464,SPX,2026-06-18,6325,709.1,711.7,0.2239,589.0,0.0,0.7883,0.0003,11.0237,-1.1038,14.3037,756.6,6878.8799,105.0,106.0,0.2239,4639.0,12.0,-0.2122,0.0003,11.0237,-1.1038,-4.7176,107.4,2026-02-27,710.4000000000001,105.5,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11168,SPXW,2026-06-18,6325,708.2,713.8,0.2251,0.0,0.0,0.7877,0.0003,11.0526,-1.105,14.2905,0.0,6878.8799,105.8,106.5,0.2243,66.0,0.0,-0.2127,0.0003,11.0526,-1.105,-4.7306,103.87,2026-02-27,711.0,106.15,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1465,SPX,2026-06-18,6330,704.9,707.5,0.2234,0.0,0.0,0.7869,0.0003,11.0664,-1.1057,14.2865,0.0,6878.8799,105.6,106.7,0.2234,141.0,2.0,-0.2136,0.0003,11.0664,-1.1057,-4.7497,110.05,2026-02-27,706.2,106.15,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11169,SPXW,2026-06-18,6330,704.2,709.5,0.2247,0.0,0.0,0.7863,0.0003,11.0953,-1.1069,14.2733,0.0,6878.8799,106.5,107.2,0.2238,10.0,0.0,-0.2141,0.0003,11.0953,-1.1069,-4.7628,107.6,2026-02-27,706.85,106.85,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1466,SPX,2026-06-18,6340,696.4,699.0,0.2224,0.0,0.0,0.784,0.0004,11.1519,-1.1096,14.2514,0.0,6878.8799,107.0,108.1,0.2224,226.0,100.0,-0.2165,0.0004,11.1519,-1.1096,-4.8149,110.62,2026-02-27,697.7,107.55,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11170,SPXW,2026-06-18,6340,695.7,701.0,0.2237,0.0,0.0,0.7834,0.0004,11.1807,-1.1108,14.2381,0.0,6878.8799,107.9,108.6,0.2228,0.0,0.0,-0.217,0.0004,11.1807,-1.1108,-4.828,0.0,2026-02-27,698.35,108.25,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1467,SPX,2026-06-18,6350,688.2,690.3,0.2216,2615.0,0.0,0.7811,0.0004,11.2373,-1.1134,14.2153,699.46,6878.8799,108.4,109.4,0.2215,8147.0,105.0,-0.2194,0.0004,11.2373,-1.1134,-4.881,114.3,2026-02-27,689.25,108.9,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11171,SPXW,2026-06-18,6350,687.2,692.6,0.2227,1.0,0.0,0.7805,0.0004,11.266,-1.1146,14.2019,668.05,6878.8799,109.3,110.0,0.2219,15.0,12.0,-0.2199,0.0004,11.266,-1.1146,-4.8942,109.35,2026-02-27,689.9000000000001,109.65,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1468,SPX,2026-06-18,6360,679.5,682.1,0.2204,2.0,1.0,0.7781,0.0004,11.3227,-1.1171,14.1783,664.47,6878.8799,109.8,111.0,0.2204,125.0,3.0,-0.2223,0.0004,11.3227,-1.1171,-4.948,117.3,2026-02-27,680.8,110.4,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11172,SPXW,2026-06-18,6360,678.8,684.1,0.2217,0.0,0.0,0.7775,0.0004,11.3512,-1.1183,14.1649,0.0,6878.8799,110.8,111.4,0.2209,2.0,0.0,-0.2229,0.0004,11.3512,-1.1183,-4.9612,97.9,2026-02-27,681.45,111.1,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1469,SPX,2026-06-18,6370,671.1,673.7,0.2196,0.0,0.0,0.7751,0.0004,11.4077,-1.1208,14.1404,0.0,6878.8799,111.3,112.4,0.2195,227.0,0.0,-0.2253,0.0004,11.4077,-1.1208,-5.0159,112.7,2026-02-27,672.4000000000001,111.85,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11173,SPXW,2026-06-18,6370,670.4,675.7,0.2207,0.0,0.0,0.7745,0.0004,11.4362,-1.1219,14.127,0.0,6878.8799,112.2,112.9,0.2199,1.0,0.0,-0.2259,0.0004,11.4362,-1.1219,-5.0291,129.55,2026-02-27,673.05,112.55000000000001,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1470,SPX,2026-06-18,6375,666.9,669.4,0.219,548.0,0.0,0.7736,0.0004,11.4502,-1.1226,14.1212,722.3,6878.8799,112.0,113.1,0.219,2444.0,0.0,-0.2269,0.0004,11.4502,-1.1226,-5.0501,108.0,2026-02-27,668.15,112.55,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11174,SPXW,2026-06-18,6375,666.2,671.5,0.2202,0.0,0.0,0.773,0.0004,11.4785,-1.1237,14.1078,0.0,6878.8799,113.0,113.6,0.2194,27.0,1.0,-0.2274,0.0004,11.4785,-1.1237,-5.0633,115.24,2026-02-27,668.85,113.3,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1471,SPX,2026-06-18,6380,662.7,665.2,0.2186,3.0,0.0,0.7721,0.0004,11.4925,-1.1244,14.1018,694.17,6878.8799,112.8,113.9,0.2185,68.0,0.0,-0.2284,0.0004,11.4925,-1.1244,-5.0845,127.1,2026-02-27,663.95,113.35,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11175,SPXW,2026-06-18,6380,662.2,667.3,0.2197,0.0,0.0,0.7715,0.0004,11.5208,-1.1255,14.0884,0.0,6878.8799,113.7,114.4,0.219,2.0,0.0,-0.2289,0.0004,11.5208,-1.1255,-5.0977,102.15,2026-02-27,664.75,114.05000000000001,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1472,SPX,2026-06-18,6390,654.3,656.8,0.2175,0.0,1.0,0.769,0.0004,11.5769,-1.1279,14.0625,642.7,6878.8799,114.2,115.4,0.2176,68.0,0.0,-0.2315,0.0004,11.5769,-1.1279,-5.1538,117.6,2026-02-27,655.55,114.80000000000001,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11176,SPXW,2026-06-18,6390,653.7,658.9,0.2188,0.0,0.0,0.7684,0.0004,11.605,-1.129,14.0491,0.0,6878.8799,115.2,115.9,0.218,0.0,1.0,-0.232,0.0004,11.605,-1.129,-5.167,124.14,2026-02-27,656.3,115.55000000000001,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1473,SPX,2026-06-18,6400,646.3,648.3,0.2165,5401.0,1.0,0.7658,0.0004,11.6609,-1.1313,14.0225,649.18,6878.8799,115.8,116.8,0.2165,14966.0,2187.0,-0.2346,0.0004,11.6609,-1.1313,-5.2238,116.37,2026-02-27,647.3,116.3,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11177,SPXW,2026-06-18,6400,645.1,650.6,0.2178,0.0,0.0,0.7652,0.0004,11.6889,-1.1324,14.0092,0.0,6878.8799,116.7,117.4,0.217,217.0,164.0,-0.2352,0.0004,11.6889,-1.1324,-5.237,117.21,2026-02-27,647.85,117.05000000000001,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1474,SPX,2026-06-18,6410,637.6,640.1,0.2156,11.0,0.0,0.7627,0.0004,11.7447,-1.1346,13.9818,656.4,6878.8799,117.3,118.6,0.2156,103.0,0.0,-0.2378,0.0004,11.7447,-1.1346,-5.2945,116.7,2026-02-27,638.85,117.94999999999999,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
